bemerkung;foto-nachweis;pollenproben vorhanden;plot;nest-label;bearbeiterIn;collection-date;post;tube;nest-material;cavity-diameter;cavity-length;n-brood-cells;n-brood-cells-leer;position nestverschluss;Nestverschluss offen (o) / zu(z);Wespe (w) /biene (b) /spinne (s) /diptera (d);rlp/he_RL-status;de_RL_status;host-family;host-species;host-food-resource;n-food-resource;n-host-individuals;n-male;n-female;n-gefressen/geschluepft;tot in kokon;n-dead-brood-cells;n-unknown-mortality;n-attacked-brood-cells;n-enemy-individuals;rlp/he_RL-status2;de_RL_status2;enemy-family-1;enemy-species-1;enemy-type-1;n-attacked-brood-cells-1;n-enemy-individuals-1;rlp/he_RL-status3;de_RL_status3;enemy-family-2;enemy-species-2;enemy-type-2;n-attacked-brood-cells-2;n-enemy-individuals-2;mortality
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-18;na;20.Sep.24;Ost;li;ton;6;110;4;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;1;2;0;;1;0;1;1;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;1;;;;;;;;alife
;;;he-bv-afs-br-west-li;he-bv-afs-br-west-li-W-10-1;pb;14.07.2024;West;li;ton;7;65;5;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;4;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-br-nord-re;rlp-kw-afs-br-nord-re-W-9;na;20.Sep.24;Nord;re;ton;6;147;3;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;1;1;0;;1;0;1;1;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;1;;;;;;;;alife
angefangene BZ;;;he-bv-afs-br-west-li;he-bv-afs-br-west-li-W-2;pb;14.07.2024;West;li;ton;4;0;0;0;0;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-li;he-bv-afs-br-west-li-W-3;pb;14.07.2024;West;li;ton;9;157;8;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;8;4;4;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-li;he-bv-afs-br-west-li-W-4;pb;14.07.2024;West;li;ton;5;42;3;na;45;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;3;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-li;he-bv-afs-br-west-li-W-5;pb;14.07.2024;West;li;ton;8;162;7;0;7;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;7;3;4;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-afs-br-west-li;he-bv-afs-br-west-li-W-9;pb;14.07.2024;West;li;ton;5;0;2;na;0;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-1;lh;14.07.2024;West;re;ton;8;136;4;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;2;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-11;lh;14.07.2024;West;re;ton;6;125;8;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;7;6;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-13;lh;14.07.2024;West;re;ton;8;136;9;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;9;4;5;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-14;lh;14.07.2024;West;re;ton;8;180;7;0;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;7;3;4;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-2;lh;14.07.2024;West;re;ton;6;180;9;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;8;2;6;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-3;lh;14.07.2024;West;re;ton;8;76;2;na;0;na;na;na;na;na;na;pollen;na;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-ref-sued-li;rlp-kw-ref-sued-li-O-6;na;20.Sep.24;Sued;li;ton;5;110;6;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;0;0;0;0;;6;5;1;1;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;1;;;;;;;;dead
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-5-1;lh;14.07.2024;West;re;ton;8;40;2;na;na;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;0;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-5-2;lh;14.07.2024;West;re;ton;8;190;5;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;0;5;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-6;lh;14.07.2024;West;re;ton;6;120;5;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;2;0;0;x;3;0;3;2;na;na;unbekannt;unbekannt;unbekannt;3;1;;;;;;;;alife
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-7;lh;14.07.2024;West;re;ton;7;107;6;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;3;1;0;;2;2;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-O-9;lh;14.07.2024;West;re;ton;4;55;0;0;0;na;na;na;na;na;na;pollen;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-W-10;lh;14.07.2024;West;re;ton;9;175;1;na;14;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-afs-br-west-re;he-bv-afs-br-west-re-W-12;lh;14.07.2024;West;re;ton;6;15;1;na;54;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-ref-sued-re;rlp-kw-ref-sued-re-O-11;na;20.Sep.24;Sued;re;ton;5;73;2;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;0;0;0;0;;2;1;1;1;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;1;;;;;;;;dead
;;x;he-bv-ref-nord-li;he-bv-ref-nord-li-O-1;pb;14.07.2024;Nord;li;ton;8;162;7;1;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;7;3;4;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-nord-li;he-bv-ref-nord-li-O-11;pb;14.07.2024;Nord;li;ton;5;150;3;2;4;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;2;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-12;pb;14.07.2024;Nord;li;na;5;0;0;0;0;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-nord-li;he-bv-ref-nord-li-O-13;pb;14.07.2024;Nord;li;ton;5;154;5;1;2;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;4;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-14;pb;14.07.2024;Nord;li;ton;6;43;0;0;0;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-nord-li;he-bv-ref-nord-li-O-17;pb;14.07.2024;Nord;li;ton;7;135;5;1;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;4;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-19;pb;14.07.2024;Nord;li;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-20;pb;14.07.2024;Nord;li;ton;5;55;2;na;0;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-22;pb;14.07.2024;Nord;li;ton;5;144;1;na;0;o;na;na;na;na;na;na;na;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-23;pb;14.07.2024;Nord;li;ton;5;147;4;na;0;o;na;na;na;na;na;na;na;0;0;0;4;;0;0;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-24;pb;14.07.2024;Nord;li;ton;4;20;0;0;137;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-3;pb;14.07.2024;Nord;li;ton;4;64;2;0;2;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-4;pb;14.07.2024;Nord;li;ton;4;0;0;0;0;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-5;pb;14.07.2024;Nord;li;ton;4;45;3;na;0;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-7;pb;14.07.2024;Nord;li;ton;5;135;6;na;3;o;na;na;na;na;na;na;na;0;0;0;6;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-nord-li;he-bv-ref-nord-li-O-8;pb;14.07.2024;Nord;li;ton;4;54;3;na;0;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-nord-li;he-bv-ref-nord-li-W-10;pb;14.07.2024;Nord;li;ton;5;175;8;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;8;3;5;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-nord-li;he-bv-ref-nord-li-W-15;pb;14.07.2024;Nord;li;ton;6;101;4;na;28;z;b;*;*;Megachilidae;osmia cornuta;na;na;4;3;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-nord-li;he-bv-ref-nord-li-W-16-1;pb;14.07.2024;Nord;li;ton;7;167;3;0;na;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;0;2;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-nord-li;he-bv-ref-nord-li-W-16-2;pb;14.07.2024;Nord;li;ton;7;167;5;0;2;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;4;1;3;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-nord-li;he-bv-ref-nord-li-W-18;pb;14.07.2024;Nord;li;ton;6;85;2;0;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-nord-li;he-bv-ref-nord-li-W-2;pb;14.07.2024;Nord;li;ton;7;127;6;0;4;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;3;2;0;;1;1;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-bv-ref-nord-li;he-bv-ref-nord-li-W-21;pb;14.07.2024;Nord;li;ton;4;57;1;0;0;o;na;na;na;na;na;na;na;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-nord-li;he-bv-ref-nord-li-W-6;pb;14.07.2024;Nord;li;ton;4;140;2;na;0;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-nord-li;he-bv-ref-nord-li-W-9;pb;14.07.2024;Nord;li;ton;4;55;4;0;0;o;na;na;na;na;na;na;na;0;0;0;4;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-nord-re;he-bv-ref-nord-re-O-1;pb;14.07.2024;Nord;re;ton;4;74;3;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-nord-re;he-bv-ref-nord-re-O-2;pb;14.07.2024;Nord;re;ton;4;24;1;na;36;o;na;na;na;na;na;na;na;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-nord-re;he-bv-ref-nord-re-O-4;pb;14.07.2024;Nord;re;ton;3;37;2;na;0;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-nord-re;he-bv-ref-nord-re-O-5;pb;14.07.2024;Nord;re;ton;4;49;3;na;0;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-nord-re;he-bv-ref-nord-re-W-3;pb;14.07.2024;Nord;re;ton;3;123;3;na;0;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
welche art?;x;;he-bv-ref-nord-re;he-bv-ref-nord-re-W-6;pb;14.07.2024;Nord;re;ton;3;84;1;0;0;na;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-ost-li;he-bv-ref-ost-li-O-1;pb;14.07.2024;Ost;li;ton;9;131;3;na;2;na;na;na;na;na;na;pollen;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-ost-li;he-bv-ref-ost-li-O-2;pb;14.07.2024;Ost;li;ton;6;157;7;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;7;7;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-ost-li;he-bv-ref-ost-li-O-3;pb;14.07.2024;Ost;li;ton;6;0;1;na;0;o;na;na;na;na;na;na;na;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-ost-re;he-bv-ref-ost-re-O-1;pb;14.07.2024;Ost;re;ton;8;93;6;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;3;1;0;;2;2;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-bv-ref-ost-re;he-bv-ref-ost-re-O-11;mw;14.07.2024;Ost;re;ton;6;15;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-ost-re;he-bv-ref-ost-re-O-3;pb;14.07.2024;Ost;re;ton;6;68;4;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;3;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-ost-re;he-bv-ref-ost-re-O-4;pb;14.07.2024;Ost;re;ton;7;130;7;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;7;2;5;0;;0;0;0;;;;;;;;;;;;;;;;alife
pollenreste;;x;he-bv-ref-ost-re;he-bv-ref-ost-re-O-5;pb;14.07.2024;Ost;re;cellophan;2;88;3;na;27;na;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-ost-re;he-bv-ref-ost-re-O-6;pb;14.07.2024;Ost;re;ton;9;28;2;0;90;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;0;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-ost-re;he-bv-ref-ost-re-O-7;pb;14.07.2024;Ost;re;ton;8;121;6;1;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;6;3;3;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-ost-re;he-bv-ref-ost-re-O-8-1;mw;14.07.2024;Ost;re;ton;9;33;2;0;na;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;0;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-ost-re;he-bv-ref-ost-re-O-8-2;mw;14.07.2024;Ost;re;ton;8;100;5;1;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;2;3;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-ost-re;he-bv-ref-ost-re-W-10;mw;14.07.2024;Ost;re;ton;3;40;2;na;0;o;na;na;na;na;na;pollen;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-ost-re;he-bv-ref-ost-re-W-2;pb;14.07.2024;Ost;re;ton;8;95;5;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;0;0;0;0;;5;5;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-ost-re;he-bv-ref-ost-re-W-9;mw;14.07.2024;Ost;re;ton;6;62;3;na;3;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-O-1;mw;14.07.2024;Sued;li;ton;9;113;2;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;0;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-O-10-1;mw;14.07.2024;Sued;li;ton;6;25;2;0;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;0;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-10-2;mw;14.07.2024;Sued;li;ton;6;25;1;0;114;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-11;mw;14.07.2024;Sued;li;ton;5;44;1;na;48;o;na;na;na;na;na;pollen;na;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-12;mw;14.07.2024;Sued;li;ton;5;25;1;na;41;o;na;na;na;na;na;pollen;na;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-13;mw;14.07.2024;Sued;li;ton;5;156;8;na;0;o;na;na;na;na;na;na;na;0;0;0;8;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-14;mw;14.07.2024;Sued;li;ton;5;96;4;na;0;o;na;na;na;na;na;na;na;0;0;0;4;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-15;mw;14.07.2024;Sued;li;ton;4;155;10;na;0;o;na;na;na;na;na;na;na;0;0;0;10;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-O-17;mw;14.07.2024;Sued;li;ton;7;102;5;0;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;4;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-O-20;mw;14.07.2024;Sued;li;ton;5;137;4;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;4;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-22;mw;14.07.2024;Sued;li;ton;5;98;2;na;0;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-O-3;mw;14.07.2024;Sued;li;ton;7;155;8;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;6;0;6;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-5;mw;14.07.2024;Sued;li;ton;5;140;9;na;0;o;na;na;na;na;na;na;na;0;0;0;9;;0;0;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-6;mw;14.07.2024;Sued;li;ton;6;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-7;mw;14.07.2024;Sued;li;ton;4;118;3;na;0;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-O-8;mw;14.07.2024;Sued;li;ton;6;170;6;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;6;6;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-O-9;mw;14.07.2024;Sued;li;ton;4;112;2;na;6;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-W-16;mw;14.07.2024;Sued;li;ton;8;118;4;1;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;4;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-W-18;mw;14.07.2024;Sued;li;ton;7;113;6;0;63;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;6;6;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-W-19;mw;14.07.2024;Sued;li;ton;6;98;5;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;5;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-W-2;mw;14.07.2024;Sued;li;ton;9;74;2;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-sued-li;he-bv-ref-sued-li-W-21-1;mw;14.07.2024;Sued;li;ton;8;30;2;0;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;0;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-sued-li;he-bv-ref-sued-li-W-21-2;mw;14.07.2024;Sued;li;ton;8;100;2;0;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-bv-ref-sued-li;he-bv-ref-sued-li-W-23;mw;14.07.2024;Sued;li;ton;5;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
zzgl totes tier;x;;he-bv-ref-sued-li;he-bv-ref-sued-li-W-4;mw;14.07.2024;Sued;li;ton;6;15;1;0;41;z;na;na;na;na;na;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
!nest-label noch falsch!;;x;rlp-kw-ref-we-sued-re;rlp-kw-ref-we-sued-re-O-6;na;20.Sep.24;Sued;re;ton;7;70;1;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;0;0;0;0;;1;0;1;1;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;1;;;;;;;;alife
;;;he-bv-ref-sued-re;he-bv-ref-sued-re-O-2;pb;14.07.2024;Sued;re;ton;4;137;2;na;0;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-sued-re;he-bv-ref-sued-re-O-3;pb;14.07.2024;Sued;re;ton;4;27;3;na;90;o;na;na;na;na;na;na;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-bv-ref-sued-re;he-bv-ref-sued-re-O-5;pb;14.07.2024;Sued;re;mulm;5;0;0;0;0;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-ref-west-li;rlp-kw-ref-west-li-O-13;na;20.Sep.24;West;li;ton;8;137;5;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;0;3;0;;2;1;1;1;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;1;;;;;;;;alife
schimmlig;;x;he-bv-ref-sued-re;he-bv-ref-sued-re-O-9;pb;14.07.2024;Sued;re;ton;6;80;4;0;na;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;0;0;0;0;;4;4;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-sued-re;he-bv-ref-sued-re-W-1;pb;14.07.2024;Sued;re;ton;5;123;2;na;57;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-sued-re;he-bv-ref-sued-re-W-11;pb;14.07.2024;Sued;re;ton;8;71;3;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-sued-re;he-bv-ref-sued-re-W-12;pb;14.07.2024;Sued;re;ton;4;70;7;na;43;o;na;na;na;na;na;na;na;0;0;0;7;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-sued-re;he-bv-ref-sued-re-W-13;pb;14.07.2024;Sued;re;ton;3;72;2;na;22;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-bv-ref-sued-re;he-bv-ref-sued-re-W-4;pb;14.07.2024;Sued;re;ton;4;37;4;na;40;o;na;na;na;na;na;na;na;0;0;0;4;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-sued-re;he-bv-ref-sued-re-W-6;pb;14.07.2024;Sued;re;ton;9;134;7;na;11;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;7;4;3;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-bv-ref-sued-re;he-bv-ref-sued-re-W-7;pb;14.07.2024;Sued;re;ton;8;173;9;na;3;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;9;4;5;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-bv-ref-west-li;he-bv-ref-west-li-O-1;pb;14.07.2024;West;li;ton;5;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-west-li;he-bv-ref-west-li-O-11;pb;14.07.2024;West;li;ton;4;117;5;na;18;o;na;na;na;na;na;na;na;0;0;0;5;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-ref-west-li;he-bv-ref-west-li-O-13;pb;14.07.2024;West;li;ton;8;70;3;1;3;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;2;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-bv-ref-west-li;he-bv-ref-west-li-O-15;pb;14.07.2024;West;li;ton;3;54;5;na;53;o;na;na;na;na;na;na;na;0;0;0;5;;0;0;0;;;;;;;;;;;;;;;;dead
