bemerkung;foto-nachweis;pollenproben vorhanden;plot;nest-label;bearbeiterIn;collection-date;post;tube;nest-material;cavity-diameter;cavity-length;n-brood-cells;n-brood-cells-leer;position nestverschluss;Nestverschluss offen (o) / zu(z);Wespe (w) /biene (b) /spinne (s) /diptera (d);rlp/he_RL-status;de_RL_status;host-family;host-species;host-food-resource;n-food-resource;n-host-individuals;n-male;n-female;n-gefressen/geschluepft;tot in kokon;n-dead-brood-cells;n-unknown-mortality;n-attacked-brood-cells;n-enemy-individuals;rlp/he_RL-status2;de_RL_status2;enemy-family-1;enemy-species-1;enemy-type-1;n-attacked-brood-cells-1;n-enemy-individuals-1;rlp/he_RL-status3;de_RL_status3;enemy-family-2;enemy-species-2;enemy-type-2;n-attacked-brood-cells-2;n-enemy-individuals-2;mortality
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-W-83;pb;07.10.2024;Sued;li;ton;8;117;7;0;0;o;b;*;*;Megachilidae;osmia cornuta;pollen;na;7;7;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-O-10;pb;07.10.2024;Sued;li;ton;6;13;6;0;8;o;b;*;*;Megachilidae;osmia bicornis;pollen;na;6;6;0;0;;0;0;1;5;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;5;;;;;;;;alife
;;;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-W-88;pb;07.10.2024;Sued;li;ton;3;67;2;0;0;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-W-90;pb;07.10.2024;Sued;li;ton;5;65;3;0;2;o;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;2;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-W-92;pb;07.10.2024;Sued;li;ton;5;95;2;0;0;o;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-W-96;pb;07.10.2024;Sued;li;harz;2;113;7;0;0;z;w;na;na;Crabronidae;passaloecus spec;na;na;0;0;0;0;x;7;7;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-O-35;mw;07.10.2024;Sued;li;ton;6;180;8;0;3;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;2;2;0;;4;2;2;5;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;5;;;;;;;;alife
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-W-98;pb;07.10.2024;Sued;li;ton;6;115;7;0;55;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;7;5;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-119;pb;07.10.2024;Sued;li;ton;9;120;7;0;0;z;na;na;na;na;na;pollen;na;0;0;0;0;;7;7;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-120;pb;07.10.2024;Sued;li;ton;6;95;0;0;0;o;na;na;na;na;na;pollen;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-121;pb;07.10.2024;Sued;li;ton;8;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-122;pb;07.10.2024;Sued;li;ton;5;115;4;0;0;z;na;na;na;na;na;pollen;na;0;0;0;0;;4;4;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-123;pb;07.10.2024;Sued;li;ton;5;170;5;0;0;z;na;na;na;na;na;pollen;na;0;0;0;0;;5;5;0;;;;;;;;;;;;;;;;dead
pollenreste;;;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-124;pb;07.10.2024;Sued;li;ton;8;20;3;0;na;o;na;na;na;na;na;pollen;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
pollenreste;;;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-125;pb;07.10.2024;Sued;li;ton;6;50;2;0;10;o;na;na;na;na;na;pollen;na;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
pollenreste;;;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-126;pb;07.10.2024;Sued;li;ton;6;120;7;0;0;o;na;na;na;na;na;pollen;na;0;0;0;0;;7;7;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-127;pb;07.10.2024;Sued;li;ton;7;0;0;0;na;o;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
pollenreste;;;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-128;pb;07.10.2024;Sued;li;ton;5;85;7;0;45;o;na;na;na;na;na;pollen;na;0;0;0;7;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-ref-sued-2-li ;he-wi-ref-sued-2-li-X-129;pb;07.10.2024;Sued;li;ton;9;140;9;0;48;o;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;8;8;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-1;pb;07.10.2024;Sued;re;na;2;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-11;pb;07.10.2024;Sued;re;harz;2;56;3;0;0;z;w;na;na;Crabronidae;passaloecus spec;na;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-13;pb;07.10.2024;Sued;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-14;pb;07.10.2024;Sued;re;ton;7;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-O-89;pb;07.10.2024;Sued;li;ton;4;100;7;0;20;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;5;0;0;;2;0;2;4;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;2;5;;;;;;;;alife
pollenreste tot;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-18;pb;07.10.2024;Sued;re;ton;5;70;1;0;0;o;na;na;na;na;na;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-19;pb;07.10.2024;Sued;re;harz;2;55;0;0;0;z;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-2;pb;07.10.2024;Sued;re;harz;2;57;5;0;0;z;w;na;na;Crabronidae;passaloecus spec;blattlaus;>30;0;0;0;0;;5;5;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-20;pb;07.10.2024;Sued;re;harz;2;70;3;0;0;z;w;na;na;Crabronidae;passaloecus spec;na;na;0;0;0;0;x;3;3;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-21;pb;07.10.2024;Sued;re;ton;7;20;1;0;80;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;0;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-23;pb;07.10.2024;Sued;re;harz;2;55;3;0;0;z;w;na;na;Crabronidae;passaloecus spec;na;na;0;0;0;0;x;3;3;0;;;;;;;;;;;;;;;;dead
zzgl totes tier;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-24;pb;07.10.2024;Sued;re;ton;9;80;5;0;48;o;na;na;na;na;na;na;na;0;0;0;5;;0;0;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-27;pb;07.10.2024;Sued;re;harz;3;8;0;0;10;o;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-28;pb;07.10.2024;Sued;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-29;pb;07.10.2024;Sued;re;harz;3;10;1;1;40;z;w;na;na;Crabronidae;passaloecus spec;na;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-30;pb;07.10.2024;Sued;re;harz;2;40;3;0;0;z;na;na;na;na;na;na;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-31;pb;07.10.2024;Sued;re;harz;2;75;3;0;0;z;w;na;na;Crabronidae;passaloecus spec;blattlaus;>50;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-6;pb;07.10.2024;Sued;re;ton;8;50;2;0;133;o;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;1;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
grüne raupe;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-7;pb;07.10.2024;Sued;re;mulm;5;12;1;0;32;z;w;na;na;Tenthredinidae;tenthredinidae spec;na;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-8;pb;07.10.2024;Sued;re;na;4;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-O-9;pb;07.10.2024;Sued;re;harz;2;69;2;0;0;z;w;na;na;Crabronidae;passaloecus spec;na;na;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-W-10;pb;07.10.2024;Sued;re;ton;5;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-W-12;pb;07.10.2024;Sued;re;ton;5;85;0;0;20;o;na;na;na;na;na;pollen;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
pollenreste;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-W-15;pb;07.10.2024;Sued;re;ton;5;22;1;0;57;z;na;na;na;na;na;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-W-17;pb;07.10.2024;Sued;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-W-22;pb;07.10.2024;Sued;re;ton;7;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-W-25;pb;07.10.2024;Sued;re;ton;6;60;4;0;34;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;3;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-W-26;pb;07.10.2024;Sued;re;harz;3;52;4;0;0;z;w;na;na;Crabronidae;passaloecus spec;na;na;0;0;0;0;x;4;4;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-W-3;pb;07.10.2024;Sued;re;harz mulm;2;131;5;0;0;z;b;na;na;Colletideae;hylaeus spec;na;na;1;0;1;0;x;4;4;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-W-32;pb;07.10.2024;Sued;re;ton;6;50;2;0;0;o;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;1;0;0;;1;0;1;5;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;5;;;;;;;;alife
;;x;he-wi-ref-sued-2-re;he-wi-ref-sued-2-re-W-4;pb;07.10.2024;Sued;re;ton;5;51;3;0;68;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;1;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-W-15;na;20.Sep.24;West;li;ton;7;67;4;na;15;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;0;0;0;0;;4;3;1;5;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;5;;;;;;;;dead
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-O-10;pb;07.10.2024;West;li;ton;6;97;4;0;0;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;4;4;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-O-14;pb;07.10.2024;West;li;pflanzenfasern;6;172;8;0;5;z;w;na;na;Pompilidae;dipogon spec;na;na;0;0;0;0;x;8;8;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-O-15;pb;07.10.2024;West;li;pflanzenfasern;4;43;2;0;0;z;w;na;na;Pompilidae;dipogon spec;na;na;0;0;0;0;x;2;2;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-O-17;pb;07.10.2024;West;li;pflanzenfasern;5;194;11;0;0;z;w;♦;♦;Pompilidae;dipogon bifasciatus;na;na;1;1;0;0;;10;10;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-O-3;pb;07.10.2024;West;li;pflanzenfasern;5;10;1;0;128;z;w;na;na;Pompilidae;dipogon spec;pollen;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-O-5;pb;07.10.2024;West;li;gras;7;40;0;0;na;o;w;na;na;Sphecidae;isodontia mexicana;grillen;1;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-O-9;pb;07.10.2024;West;li;ton;4;55;4;0;0;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;4;4;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-1;pb;07.10.2024;West;li;gras;8;194;0;0;0;na;w;na;na;Sphecidae;isodontia mexicana;grillen;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-11;pb;07.10.2024;West;li;pflanzenfasern;6;82;5;0;10;z;w;na;na;Pompilidae;dipogon spec;na;na;0;0;0;0;x;5;5;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-12;pb;07.10.2024;West;li;gras;8;155;4;0;10;z;w;na;na;Sphecidae;isodontia mexicana;grillen;na;3;3;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-13;pb;07.10.2024;West;li;gras;9;160;4;0;18;z;w;na;na;Sphecidae;isodontia mexicana;grillen;na;1;1;0;0;;3;3;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-16;pb;07.10.2024;West;li;ton;5;150;13;0;0;z;w;*;*;Vespidae;ancistrocerus gazella;na;na;2;0;2;0;x;11;11;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-18;pb;07.10.2024;West;li;ton;4;123;10;0;0;z;w;*;*;Vespidae;ancistrocerus gazella;na;na;3;3;0;0;;7;7;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-19;pb;07.10.2024;West;li;na;2;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-2;pb;07.10.2024;West;li;gras;9;160;5;0;10;z;w;na;na;Sphecidae;isodontia mexicana;grillen;18;0;0;0;0;x;5;5;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-4;pb;07.10.2024;West;li;ton;3;70;4;0;0;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;4;4;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-6;pb;07.10.2024;West;li;gras;8;20;1;0;na;o;w;na;na;Sphecidae;isodontia mexicana;grillen;1;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-li;he-wi-ref-west-3-li-W-8;pb;07.10.2024;West;li;ton;4;116;2;0;0;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
zzgl totes tier;;;he-wi-ref-west-3-li/re;he-wi-ref-west-3-li/re-X-1;pb;07.10.2024;West;li/re;ton;6;95;3;0;0;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;he-wi-ref-west-3-li/re;he-wi-ref-west-3-li/re-X-2;pb;07.10.2024;West;li/re;ton;7;0;0;0;na;o;na;na;na;na;na;pollen;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-li/re;he-wi-ref-west-3-li/re-X-3;pb;07.10.2024;West;li/re;ton;5;95;3;3;0;z;na;na;na;na;na;pollen;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-li/re;he-wi-ref-west-3-li/re-X-4;pb;07.10.2024;West;li/re;ton;5;15;1;0;50;z;na;na;na;na;na;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-li/re;he-wi-ref-west-3-li/re-X-5;pb;07.10.2024;West;li/re;na;5;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-west-3-li/re;he-wi-ref-west-3-li/re-X-6;pb;07.10.2024;West;li/re;ton;5;20;2;0;40;o;na;na;na;na;na;pollen;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
pollenreste;;;he-wi-ref-west-3-li/re;he-wi-ref-west-3-li/re-X-7;pb;07.10.2024;West;li/re;ton;5;35;1;1;60;o;na;na;na;na;na;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
pollenreste;;;he-wi-ref-west-3-li/re;he-wi-ref-west-3-li/re-X-8;pb;07.10.2024;West;li/re;ton;6;80;4;0;0;o;na;na;na;na;na;pollen;na;0;0;0;0;;4;4;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-O-10;pb;07.10.2024;West;re;na;4;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-O-13;pb;07.10.2024;West;re;na;6;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-O-14;pb;07.10.2024;West;re;na;8;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-O-7;pb;07.10.2024;West;re;gras;7;120;0;0;30;z;w;na;na;Sphecidae;isodontia mexicana;grillen;12;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-O-8;pb;07.10.2024;West;re;na;5;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-W-1;pb;07.10.2024;West;re;gras;8;120;0;0;0;z;w;na;na;Sphecidae;isodontia mexicana;grillen;16;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-W-11;pb;07.10.2024;West;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-W-12;pb;07.10.2024;West;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-W-2;pb;07.10.2024;West;re;gras;9;0;0;0;na;na;w;na;na;Sphecidae;isodontia mexicana;na;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-W-3;pb;07.10.2024;West;re;ton;6;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-W-4;pb;07.10.2024;West;re;ton;2;8;1;0;20;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-W-5;pb;07.10.2024;West;re;ton;3;125;6;1;0;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;6;6;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-W-6;pb;07.10.2024;West;re;pflanzenfasern;6;35;2;0;135;z;w;na;na;Pompilidae;dipogon spec;na;na;0;0;0;0;x;2;2;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-west-3-re;he-wi-ref-west-3-re-W-9;pb;07.10.2024;West;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-1;na;20.Sep.24;Ost;re;ton;8;76;3;1;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;3;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-11;na;20.Sep.24;Ost;re;ton;3;27;1;0;0;na;w;na;na;Crabronidae;trypoxylon spec;na;0;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-12;na;20.Sep.24;Ost;re;ton;4;78;3;0;0;na;w;na;na;Crabronidae;trypoxylon spec;fliegen;na;0;0;0;0;x;3;3;0;;;;;;;;;;;;;;;;dead
;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-13;na;20.Sep.24;Ost;re;ton;3;72;2;0;0;na;w;na;na;Crabronidae;trypoxylon spec;na;0;0;0;0;0;;2;0;2;30;♦;♦;Eulophidae;melittobia acasta;parasit;2;30;;;;;;;;alife
;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-15;na;20.Sep.24;Ost;re;ton;6;82;2;0;0;na;w;na;na;Crabronidae;trypoxylon spec;na;0;0;0;0;0;x;2;2;0;;;;;;;;;;;;;;;;dead
;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-16;na;20.Sep.24;Ost;re;ton;5;13;1;na;110;na;w;na;na;Crabronidae;trypoxylon spec;na;0;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-17;na;20.Sep.24;Ost;re;ton;3;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-18;na;20.Sep.24;Ost;re;ton;2;37;3;na;0;na;w;na;na;Crabronidae;pemphredon spec;na;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-19;na;20.Sep.24;Ost;re;ton;5;20;1;0;37;na;w;na;na;Crabronidae;trypoxylon spec;na;0;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-22;na;20.Sep.24;Ost;re;ton;7;86;3;1;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;1;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-24;na;20.Sep.24;Ost;re;ton;4;120;5;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;4;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
melittobia acasta?;x;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-25;na;20.Sep.24;Ost;re;ton;2;73;6;0;0;z;na;na;na;na;na;na;na;0;0;0;0;;6;0;6;30;♦;♦;Eulophidae;melittobia acasta;parasit;6;30;;;;;;;;alife
Artbestimmung steht noch aus;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-26;na;20.Sep.24;Ost;re;ton;5;99;1;na;23;na;w;na;na;Crabronidae;trypoxylon spec;na;0;1;0;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
zzgl totes tier;x;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-28;na;20.Sep.24;Ost;re;ton;7;102;4;1;2;o;na;na;na;na;na;pollen;na;0;0;0;4;;0;0;0;;;;;;;;;;;;;;;;dead
